Quest/Stage Id,Name,LargeImageKey
100000,Prologue: The Forgotten Sky,st08
100001,Chapter 1: The Western Frontier,st00
100002,Prologue: The Forgotten Sky,st08
100003,Chapter 1: The Western Frontier,st00
100005,Prologue: The Forgotten Sky,st08
100006,Prologue: The Forgotten Sky,st08
101000,Chapter 1: The Western Frontier,folca
101001,Chapter 2: Tempest On The Horizon,st01
101002,Chapter 2: Tempest On The Horizon,st01
101003,Chapter 3: Creation Of The Stars,st03
101004,Chapter 3: Creation Of The Stars,st03
101005,Chapter 3: Creation Of The Stars,st03
101F00,Chapter 2: Tempest On The Horizon,st08
102000,Chapter 4: Skies Forever Blue,folca
102002,Chapter 4: Skies Forever Blue,st02
102F00,Chapter 4: Skies Forever Blue,st08
103001,Chapter 5: Shadows In The Snowscape,st03
103F00,Chapter 5: Shadows In The Snowscape,st03
104000,Chapter 6: In Search Of Hope,seedhollow
104001,Chapter 6: In Search Of Hope,st04
104003,Chapter 6: In Search Of Hope,st04
104F00,Chapter 6: In Search Of Hope,st03
104F01,Chapter 6: In Search Of Hope,st08
105001,Chapter 7: Warning Signs,st05
105002,Chapter 7: Warning Signs,st08
105F00,Chapter 7: Warning Signs,st08
105F01,Chapter 7: Warning Signs,st08
106000,Chapter 8: Relink,st06
106001,Chapter 8: Relink,st06
106002,Chapter 8: Relink,st06
106F00,Chapter 8: Relink,st08
107000,Chapter 9: Opposing Wills,st06
107001,Chapter 9: Opposing Wills,st07
107002,Chapter 9: Opposing Wills,st07
107F00,Chapter 9: Opposing Wills,st08
108000,Final Chapter: Id,st08
108001,Final Chapter: Id,st08
108002,Final Chapter: Id,st08
108F00,Final Chapter: Id,st08
200000,"哀歌"
200001,"蟹与少年与宝物"
200002,"神奇的蘑菇"
200003,"烦人的邻居"
200100,"药效不错"
200101,"可爱的圆石"
200102,"天上的讨厌鬼"
200103,"骑空艇博物馆之梦"
200104,"时隔已久的委托"
200200,"永远铭记"
200201,"失眠之夜"
210220,"禁忌美酒"
210221,"剔透之柱"
210223,"不转的旋翼"
210225,"凡事都要尝试"
210227,"战力分析"
210228,"狼群的目光"
210229,"来自远方的支援"
200400,"美食之道"
200401,"好奇心旺盛的年纪"
210420,"寻求珍奇昆虫"
210421,"假人伙伴"
210423,"新菜品"
210425,"怨曲"
210427,"暴力镇魂曲"
210428,"魔剑之怒"
201002,"可疑的咒术"
201005,"损伤严重"
201006,"勇士的记忆"
201007,"渴望却想不起名字的东西"
211021,"有仇必报"
211023,"可恨的双翼"
211025,"火之种的妙用"
211027,"有“骨气”的制冷剂"
211030,"转化魔法"
201102,"鹰死鸟自在"
211121,"偷偷接触前沿"
211123,"拥有心的机械娃娃"
211125,"黏糊糊的研究"
211130,"太不可思议了"
211230,"未解之谜"
211330,"无聊的把戏"
211430,"窥探深渊"
211530,"记忆的刻印"
202002,"做学问要从基本的调查开始"
202005,"难忘的花"
202006,"凡事都要适度"
202007,"神力之石"
202010,"愿逝者安宁"
212021,"我需要勇气"
212024,"废物回收"
212026,"有雪却缺水"
212030,"星火可燎原"
212031,"噩梦之影"
212130,"光与暗"
212230,"切勿踏入深渊"
212330,"水是生命之源"
212430,"土中皆有灵"
212530,"一切随风"
203006,"强化家具什物！"
203007,"预判失误"
203011,"怒视八方的火龙像"
213021,"失败乃成功之母"
213022,"强得离谱的家伙"
213024,"＜门＞的记忆"
213026,"<生机>的记忆"
213032,"<隔绝>的记忆"
213033,"<镇守>的记忆"
213034,"<畏惧>的记忆"
203111,"冰龙飞天像"
203211,"地龙斗虎像"
203311,"风龙潜云像"
204005,"目光对视"
204006,"青春岁月"
204007,"互助精神"
204011,"可疑的文献"
204012,"给一流强者的委托"
204013,"超度亡魂"
214024,"牧场捣蛋鬼"
214026,"抓住眼球怪"
214027,"追求跃动感"
214030,"摇曳的火焰中"
214033,"统率兽人的象征"
214034,"后悔与忏悔"
214035,"防卫的关键"
204106,"期货交易"
204107,"跟进投资"
204113,"极寒白骨"
214130,"照亮万物的光"
214135,"失传的技术"
214230,"先有暗还是先有无？"
214330,"绝对零度"
214430,"大地的馈赠"
214530,"风的颂歌"
290002,"蟹与少年与宝物·Again"
290003,"蟹与少年与宝物·Trilogy"
290004,"蟹与少年与宝物·Next"
290005,"蟹与少年与宝物·Refrain"
290006,"蟹与少年与宝物·Neo"
290007,"蟹与少年与宝物·Returns"
290008,"蟹与少年与宝物·Refill"
290009,"蟹与少年与宝物·More"
290010,"蟹与少年与宝物·Chronicle"
290011,"蟹与少年与宝物·Origin"
290012,"蟹与少年与宝物·Et cetera"
290013,"蟹与少年与宝物·Encore"
290014,"蟹与少年与宝物·Rising"
290015,"蟹与少年与宝物·Final"
212630,"黏糊糊糊的探究"
214630,"黏糊糊糊糊的追求"
205000,"万事屋秘术"
205001,"星之民研究资料"
205002,"永世流传的叙事诗"
300000,"并肩前行"
300002,"为了守护"
300003,"折翼的鹦鹉螺号"
300004,"常有之事"
300005,"没能说出的情感"
300006,"不速之客"
300007,"暖线"
300008,"路德文与汉斯"
300009,"见习骑士巴恩"
300010,"成为契机的争论"
300011,"希德霍姆的军队"
300012,"情报商与贵族"
300013,"出人意料的地方"
300014,"我该做的事"
300015,"一拳当千"
300016,"小小的礼物"
300017,"寻死的女孩"
300018,"卧病在床的少女"
300019,"与那一天的再会"
300021,"风"
300022,"危险因素"
300023,"怪物之相"
301000,"向前一步"
301002,"幻鸟蛋"
301003,"仰望子午线"
301004,"契机"
301005,"活着就有希望"
301006,"守护水晶"
301007,"一定要露出幸福的笑容"
301008,"团结的试炼"
301009,"下落不明"
301010,"自卫团最漫长的一天"
301011,"孤军奋战"
301012,"真相大白"
301013,"谁是赢家"
301014,"想守护的事物"
301015,"以拳决胜"
301016,"真红与幽冥"
301017,"残渣"
301018,"少女的意图与青年的真心话"
301019,"审判之日"
301021,"幻"
301022,"死斗"
301023,"最强对最强"
401301,"协助保卫天空！"
401303,"担心爸爸"
401305,"突袭泽加德据点"
401306,"如果可以的话……请消灭兽人头目……"
401310,"清剿哥布林大军！"
401311,"求你保卫我们的故乡……！"
401315,"木材是城镇不可或缺的资源"
401316,"为了明日的祈祷"
402301,"哥利搞砸了"
402302,"据说有值得研究的魔像"
402304,"保卫国家的最前线"
402306,"花都仍未摆脱危机……"
402308,"清剿危险地带"
402309,"英雄传说 炎之章"
402310,"德戈干了蠢事"
402312,"英雄传说 冰之章"
402313,"新的英雄传说开幕！"
402314,"对破坏圣地的家伙施以制裁！"
402315,"帮我忘掉那家伙！"
402316,"森林中潜藏的危机"
403201,"肩扛小型骑空艇？"
403202,"冰霜皮革简直棒极了"
403301,"天空的主宰"
403302,"酒没被抢！不可饶恕！"
403303,"自卫团已经尽力了"
403307,"挽回污名？洗刷荣誉？"
403308,"吞食贵重钱币的家伙"
403309,"恶意之塔的恶意眼球"
403311,"快去守护那里……"
403312,"想吃狮鹫的翅根"
404101,"峡谷中的远古气息"
404204,"异常之塔愈发异常"
404309,"不长记性的教团余党"
404310,"快去阻止那些魍魉……"
404311,"崭新的潮流从崭新的材料开始"
404313,"难以置信！火山有魔像？！"
404315,"希德霍姆的种种危机"
404316,"魍魉须超度"
404317,"休想闯入神圣的灵峰！"
405101,"考验实力与意志"
405309,"协助缴获教团的战舰！"
405310,"火山有哥布林！"
405311,"探索扭曲之塔的谜团"
405201,"为泽卡·格兰迪带来新的画风"
405202,"为了避免重蹈覆辙"
405203,"能再和我讲一些吗？"
405205,"教团事变整理"
405206,"调查前阿维亚三将军——伽兰查"
405207,"调查前阿维亚三将军——玛琪拉菲菈"
405208,"调查前阿维亚三将军——伊德"
405302,"炼狱中肆虐的烈焰气息"
405303,"遗迹内沉睡的大地气息"
405304,"祭坛外呼啸的暴风气息"
405305,"灵峰上静坐的极寒气息"
405308,"攻击性十足的魔物们"
406101,"因果之地"
406323,"禁忌的凶兽集结"
406324,"决战哥布林大军"
406325,"机械所承载的意志"
406327,"闪烁微光的石头"
406330,"吟游诗人的自尊"
406331,"渴望歌颂新的英雄传说"
406332,"艺术家间的竞争"
406333,"画家的挑战"
406334,"让我歌颂与白狼兵团的大战"
406335,"让我描绘与刃重众的大战"
406337,"无法消除的罪孽"
406338,"结为夫妇共同见证结局"
406351,"飞龙之谷的空战……！"
406352,"有点小麻烦"
406353,"黑色的武装要塞"
406354,"愿涅咎里斯灵峰安宁"
406355,"连这地方都有魔像！"
406356,"危险狮鹫出没"
406357,"哥布林势不可挡"
406358,"圣地之路上的冰影之瞳"
406359,"解决沙漠狂徒"
406360,"被诅咒的战士之魂徘徊此地……"
406361,"史莱姆大军！"
406365,"我要打造冰冷的铠甲"
406366,"我要打造火热的盾牌"
406364,"商业头脑"
407101,"最后的真相"
407301,"红莲"
407302,"地绝"
407303,"肆虐"
407304,"雾冰"
407305,"恐怖视线与诅咒之骨"
407306,"保障贸易路线的安全"
407307,"火场的骚乱"
407308,"霜与骸的盛宴"
407309,"弗尔卡近郊加倍奉还行动"
407310,"红莲暴怒，地绝涌动"
407311,"雾冰霜降，暴风肆虐"
407312,"白狼的信念与刃重的决意"
407313,"风神的邪秽灾祸"
407314,"狼神的污浊威光"
407315,"火神的暴虐恐惧"
407316,"雷霆"
407317,"地狱"
407318,"便利屋画卷《翱翔云天的黑银之翼》"
407319,"天降者"
407320,"终焉幻影"
407321,"Zero"
407322,"狂暴凶角"
407323,"晦暗之刃的噩梦"
407324,"至尊舞刀会"
407325,"来自扎斯巴的支援请求"
500000,In Town (Folca)
500A00,In Town (Folca)
501003,In Town (Seedhollow)
5F0001,On Grandcypher
601000,Practice Mode
602000,Score Attack
603000,Time Attack
604000,Battle Tutorial
710000,Days of Our Zegagrande - The Automagod Strikes Back
710001,Days of Our Zegagrande - The Final Vision
720018,On Grandcypher
